order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
20548362-48c9-47c5-a98f-6c8cd5a92802,696b08ca-28d3-4cd8-80eb-bd66a097794b,Joseph Fuller,d932709e-7779-4fbf-be60-e8e9b0e89e82,Sofa,Furniture,Internet Banking,3,379.04,2022-07-19 04:08:45,Japan,Sapporo,eBay,591a495d-1393-44e0-ab5a-e9cef3ed0541,Y,No Failure
c39fa1f7-30aa-4395-beeb-530e7d0c69eb,54d81191-0e21-4662-94d4-f0a2d42b25ed,Melody Price,2e99b7d9-c9d1-4797-b57b-7bf9f2735ddf,Smartphone,Electronics,UPI,4,183.85,2022-10-01 11:53:08,UK,Liverpool,Meesho,a107ad95-86b0-4df5-be6d-c7cba4febcd7,Y,No Failure
96eba657-39de-418e-836a-6b2fc54e9e00,d4ec78ea-21e4-44c0-879f-0ddc9066af7a,Jesus Potter,e46f154d-cc91-4fb7-9881-b553ff902c1a,Smartphone,Electronics,Wallet,7,103.44,2023-05-26 21:06:06,France,Lyon,Flipkart,fa79508b-6ac5-4e9b-8826-93fe98d45147,N,Insufficient balance in wallet
e67888fa-a4de-4e74-b48a-d906a8852e5d,09173399-85a5-466a-adbc-62c7835a53d4,Emily Mendoza,273ef5e0-1de1-44ab-9962-c14b415a765e,Sneakers,Clothing,Internet Banking,3,434.04,2022-04-05 00:10:49,Germany,Hamburg,Amazon,056c351c-1591-4291-a2a1-027c5cbbb3e3,N,Payment gateway timeout
afc1d77b-0aac-46c4-8228-3769eb91967b,54b4ef8f-5023-447e-960c-485c927f631d,Philip Ingram,3cddfd6f-2fee-4ea6-88fe-276483b0acf9,Bread,Grocery,UPI,8,30.21,2023-03-08 08:53:23,Japan,Tokyo,Myntra,2a0b97de-eeb4-411b-8c13-0ab62b020641,Y,No Failure
7e421565-a9ea-42ee-9222-9def25e7d535,ba113f51-dc10-43c9-9368-3e7491da8488,Danielle Martin,dfb017d0-00b5-4945-8b39-f0207e8c6525,Smartphone,Electronics,Wallet,8,67.1,2023-01-01 06:19:43,USA,New York,Amazon,7130ff32-d07d-46ef-b0ba-3aea8f317144,Y,No Failure
98be1764-37d9-4a92-bdf9-4ec9cbb54cc0,ef6832e6-1d9a-4357-bd8c-32c8923bdab0,Mary Simpson,594a63ff-f1fd-4c59-9ab5-f0f2d6bb237f,Cookbook,Books,UPI,8,369.52,2020-12-28 09:28:10,Japan,Nagoya,Myntra,d2572ff5-ca52-4659-a0b5-01f7911e7fbf,N,Network issues
006f8433-cfb7-4804-b4a4-f17bd8c28a37,381cd6fb-50c4-46cc-b05a-f37bbee9e1bd,Andrew Hall,94ac8e6d-4c34-494b-8eff-07b26849e877,Vegetables,Grocery,card,2,37.43,2023-08-01 13:01:06,Brazil,Fortaleza,Myntra,1d39367d-198b-4f87-9e35-8258e912c392,N,Insufficient funds
13d92280-6c3a-4e79-9e2e-0c4b98362bee,1c09cb92-3a4f-4155-9d44-138f344fb873,Brian Long,ed0030a3-8b9c-40dd-b7df-cfeb7fb857d6,Jacket,Clothing,UPI,6,277.78,2020-03-25 16:34:31,France,Marseille,eBay,d15e77c6-a101-436e-ba31-39845f0984e6,Y,No Failure
c59359e6-b86c-4115-ab5c-27897c19d5e5,024e8416-390e-4ad1-a12a-a965bcb1d374,David Kane,3d62316c-07c3-4a29-a36c-4378a8c6727e,Novel,Books,Internet Banking,1,361.11,2021-10-18 12:07:58,South Africa,Johannesburg,Flipkart,63fb409d-5eb4-4846-b8ab-4eff6e41c596,N,Incorrect login credentials
